timestamp,grade,machine_speed,stock_flow,headbox_pressure,steam_pressure,dryer_temperature,moisture,pulp_consistency,basis_weight,is_transition,predicted_bw,bw_roll_std5
2024-02-04 14:57:00,60,851.7609743099721,278.199215367691,0.4053492659132297,4.66634796610667,126.44501268318572,5.634189045731967,0.7208297887105033,58.27845940006798,0,59.753277,6.538100148226176
2024-02-04 14:58:00,60,771.7361881937921,283.81938622156287,0.4277246400260318,4.212028277618812,127.48285865471708,6.037697940147497,0.6876841792361202,60.14220587578012,0,60.3857,4.5623350211440075
2024-02-04 14:59:00,60,735.2419282249531,286.0683782613299,0.4516511970475424,4.5012047185302935,118.66778985301303,5.156723084812237,0.647604133513511,65.03407613772947,0,59.757427,4.80042038254283
2024-02-04 15:00:00,60,840.7516190087142,256.810426258174,0.4523812909450542,4.5863341484609705,119.43551405047944,4.902741012020425,0.6363671612912192,54.08298007818231,0,59.831802,4.2119518110231695
2024-02-04 15:01:00,60,819.64362071565,282.07222821855595,0.4773452494890284,4.350642873425865,127.796062749184,5.227209531635258,0.6605781432976322,58.39273047056025,0,59.73087,3.956262218260012
2024-02-04 15:02:00,60,826.5966324243211,305.5000692325442,0.490594376526307,4.371713222642398,124.16028166083218,4.232130366772051,0.6208992855179355,64.83044662935195,0,59.634403,4.611325702509426
2024-02-04 15:03:00,60,767.0908330257876,312.20737871005747,0.458239624448694,4.913937085205597,119.95285564781064,6.118972064713745,0.6508603029649617,66.39880514593422,0,59.815742,5.290088041417217
2024-02-04 15:04:00,60,851.3813521206716,275.3080778752905,0.3757720899931737,4.300718681339851,115.0141688762196,4.712966334687374,0.6457225818943998,57.67486802200156,0,60.54592,5.169569962504608
2024-02-04 15:05:00,60,742.4172875782256,310.1200149222246,0.4359150792788531,3.95346068106041,118.79054704309496,4.3759147728159,0.6860980861174413,67.26351216971898,0,59.72318,4.544921731103698
2024-02-04 15:06:00,60,878.1364720728453,291.9305708932022,0.4448185459760007,4.485539164290333,114.08389211819902,5.456950994390954,0.6553139613610799,58.83509121313339,0,59.664352,4.438001847891847
2024-02-04 15:07:00,60,888.8622950773372,297.4402586520964,0.4707301168626464,4.2372608743312,116.5889882489931,5.986436167335025,0.6633204507984606,60.44445721230589,0,60.730732,4.419307145549971
2024-02-04 15:08:00,60,835.221774398539,294.7961840218612,0.4523056510003911,4.30959125076004,120.79489901116204,4.826111591256698,0.6471424849608397,61.13849145932508,0,59.964447,3.7174358786101034
2024-02-04 15:09:00,60,788.4354867641641,304.5984361409063,0.4024335071203078,4.812398479582858,127.0103464610876,5.838236741486341,0.6327530370387657,63.48943734822812,0,59.48538,3.272128462424719
2024-02-04 15:10:00,60,835.0713398566933,286.7955990069698,0.4482301452361643,4.254312518919347,126.4067961272647,5.306912794492899,0.6700657340131011,60.662955552669736,0,60.167854,1.679927781265856
2024-02-04 15:11:00,60,792.2916023316819,308.19558043834667,0.3927480654703893,4.708543059739341,119.41601557228482,5.7871997330105005,0.7118103141375793,65.85405646478796,0,59.875175,2.3192960035553076
2024-02-04 15:12:00,60,843.7012522682948,274.33412616981667,0.4850178706082492,4.641871237209746,124.96920691247917,5.919108335350854,0.6833498571413231,58.14934828890223,0,60.225273,2.9295892501138447
